class	level	name	xp	gil	type	major_location	minor_location	location	amount	item_name	triple	notes
Carpenter	30	The Long Lance of the Law	13887	450	Field	Gridania	Eastern La Noscea	Costa del Sol	3	Steel Halberd	1	
Carpenter	30	The Lone Bowman	39900	393	Field	Gridania	Eastern La Noscea	Costa del Sol	1	Oak Longbow		
Carpenter	30	Live Freelance or Die	39900	544	Field	Gridania	Eastern La Noscea	Costa del Sol	1	Heavy Steel Lance		
Carpenter	35	Flintstone Flight	19600	528	Town	Gridania			3	Walnut Macuahuitl	1	
Carpenter	35	A Tree Grew in Gridania	42114	529	Town	Gridania			1	Pastoral Oak Cane		
Carpenter	35	Stay on Target	61552	391	Courier	Gridania	Coerthas	Observatorium	1	Yarzonshell Harpoon		
Carpenter	35	Bend It Like Durendaire	18170	394	Field	Gridania	Coerthas	Observatorium	3	Ash Cavalry Bow	1	
Carpenter	35	Grippy When Wet	41034	439	Field	Gridania	Coerthas	Observatorium	1	Mythril Cavalry Bow		
Carpenter	35	The Cold, Cold Ground	44238	370	Field	Gridania	Coerthas	Observatorium	1	Oak Pattens		
Carpenter	40	Spin It Like You Mean It	32049	617	Town	Gridania			3	Mahogany Spinning Wheels	1	
Carpenter	40	Greenstones for Greenhorns	56534	552	Town	Gridania			1	Jade Crook		
Carpenter	40	The Arsenal of Theocracy	84802	495	Courier	Gridania	Coerthas	Whitebrim	1	Cobalt Halberd		
Carpenter	40	Ready for a Rematch	25917	714	Field	Gridania	Coerthas	Whitebrim	3	Mythril Lance	1	
Carpenter	40	A Winning Combo	53414	461	Field	Gridania	Coerthas	Whitebrim	1	Oak Composite Bow		
Carpenter	40	The Turning Point	55774	505	Field	Gridania	Coerthas	Whitebrim	1	Garnet Grinding Wheel		
Carpenter	45	You Do the Heavy Lifting	26543	468	Town	Gridania			5	Mahogany Lumber	1	
Carpenter	45	Clogs of War	71040	463	Town	Gridania			1	Mahogany Pattens		
Carpenter	45	Trident and Error	103656	697	Courier	Gridania	Mor Dhona	Saint Coinach's Find	1	Cobalt Trident		
Carpenter	45	Incant Now, Think Later	33921	778	Field	Gridania	Mor Dhona	Saint Coinach's Find	3	Jade Crook	1	
Carpenter	45	Bow Down to Magic	72932	907	Field	Gridania	Mor Dhona	Saint Coinach's Find	1	Crab Bow		
Carpenter	45	Bowing to Greater Power	67146	409	Field	Gridania	Mor Dhona	Saint Coinach's Find	1	Yew Longbow		
Leatherworker	1	Red in the Head	480	91	Town	Gridania			1	Leather Calot		
Leatherworker	1	Underneath It All	584	96	Town	Gridania			1	Leather Wristguards		
Leatherworker	1	Sole Traders	876	98	Courier	Gridania	Central Shroud	The Bannock	1	Leather Duckbills		
Leatherworker	1	Tan Before the Ban	720	93	Reverse Courier	Gridania	Central Shroud	The Bannock	3	Leather		
Leatherworker	1	Packmen	728	98	Field	Gridania	Central Shroud	The Bannock	1	Merchant's Purse		
Leatherworker	1	Sticking Their Necks Out	1770	98	Field	Gridania	Central Shroud	The Bannock	1	Leather Choker		
Leatherworker	5	Mind over Muzzle	2274	119	Town	Gridania			1	Leather Wristbands		
Leatherworker	5	From the Sands to the Stage	2274	191	Town	Gridania			1	Leather Himantes		
Leatherworker	5	In Their Shoes	3430	120	Courier	Gridania	Central Shroud	The Bannock	1	Leather Leggings		
Leatherworker	5	Throwing Down the Gauntlet	1290	129	Reverse Courier	Gridania	Central Shroud	The Bannock	1	Fingerless Leather Gloves		
Leatherworker	5	A Thorn in One's Hide	2106	127	Field	Gridania	Central Shroud	The Bannock	1	Leather Mitts		
Leatherworker	5	A Place to Call Helm	2286	155	Field	Gridania	Central Shroud	The Bannock	1	Hard Leather Pot Helm		
Leatherworker	10	Quelling Bloody Rumors	4460	158	Town	Gridania			1	Hard Leather Shoes		
Leatherworker	10	The Bards' Guards	4044	151	Town	Gridania			1	Hard Leather Wristguards		
Leatherworker	10	Saddle Sore	3430	151	Courier	Gridania	Central Shroud	Bentbranch	3	Hard Leather		
Leatherworker	10	Belt Up	7698	133	Reverse Courier	Gridania	Central Shroud	Bentbranch	1	Hard Leather Hunting Belt		
Leatherworker	10	Only the Best	4820	152	Field	Gridania	Central Shroud	Bentbranch	1	Hard Leather Harness		
Leatherworker	10	Simply the Best	5196	155	Field	Gridania	Central Shroud	Bentbranch	1	Hard Leather Caligae		
Leatherworker	15	Choke Hold	7744	175	Town	Gridania			1	Hard Leather Choker		
Leatherworker	15	Heads Up	8454	137	Town	Gridania			1	Hard Leather Skullcap		
Leatherworker	15	Skin off Their Backs	12682	234	Courier	Gridania	East Shroud	Hawthorne Hut	3	Aldgoat Leather		
Leatherworker	15	A Rush on Ringbands	12172	175	Reverse Courier	Gridania	East Shroud	Hawthorne Hut	1	Hard Leather Ringbands		
Leatherworker	15	Back in the Band	8454	173	Field	Gridania	East Shroud	Hawthorne Hut	1	Hard Leather Wristbands		
Leatherworker	15	On Their Feet Again	8454	261	Field	Gridania	East Shroud	Hawthorne Hut	1	Hard Leather Espadrilles		
Leatherworker	20	Fire and Hide	5073	244	Town	Gridania			5	Aldgoat Leather	1	
Leatherworker	20	Playing the Part	13250	227	Town	Gridania			1	Goatskin Armguards		
Leatherworker	20	My Sole to Take	19120	192	Courier	Gridania	South Shroud	Quarrymill	1	Padded Leather Duckbills		
Leatherworker	20	Packing a Punch	5259	249	Field	Gridania	South Shroud	Quarrymill	3	Hard Leather Cesti	1	
Leatherworker	20	Hands On	18524	244	Field	Gridania	South Shroud	Quarrymill	1	Fingerless Goatskin Gloves		
Leatherworker	20	Open to Attack	19876	197	Field	Gridania	South Shroud	Quarrymill	1	Goatskin Jacket		
Leatherworker	25	Belts Served Cold	8231	385	Town	Gridania			3	Voyager's Belts	1	
Leatherworker	25	Men Who Scare Up Goats	23144	254	Town	Gridania			1	Goatskin Targe		
Leatherworker	25	Just Rewards	34716	235	Courier	Gridania	South Shroud	Quarrymill	1	Goatskin Writstbands		
Leatherworker	25	Quicker than Sand	7648	257	Field	Gridania	South Shroud	Quarrymill	3	Padded Leather Duckbills	1	
Leatherworker	25	No Risk, No Reward	22066	289	Field	Gridania	South Shroud	Quarrymill	1	Toadskin Cesti		
Leatherworker	25	Campaign in the Membrane	29450	487	Field	Gridania	South Shroud	Quarrymill	1	Toadskin Jacket		
Leatherworker	30	Best Served Toad	11862	318	Town	Gridania			5	Toad Leather	1	
Leatherworker	30	Quality over Quantity	31882	383	Town	Gridania			1	Boarskin Himantes		
Leatherworker	30	Just Cinch It	47824	360	Courier	Gridania	Eastern La Noscea	Costa del Sol	1	Boarskin Satchel Belt		
Leatherworker	30	Subordinate Clause	11862	481	Field	Gridania	Eastern La Noscea	Costa del Sol	3	Goatskin Chokers	1	
Leatherworker	30	The Hand that Bleeds	31882	373	Field	Gridania	Eastern La Noscea	Costa del Sol	1	Fingerless Boarskin Gloves		
Leatherworker	30	Slave to Fashion	32666	479	Field	Gridania	Eastern La Noscea	Costa del Sol	1	Boarskin Choker		
Leatherworker	35	Supply Side Logic	19130	477	Town	Gridania			5	Boar Leather	1	
Leatherworker	35	Soft Shoe Shuffle	43194	373	Town	Gridania			1	Peisteskin Crakows		
Leatherworker	35	The Righteous Tools for the Job	61552	415	Courier	Gridania	Coerthas	Observatorium	1	Boarskin Ringbands		
Leatherworker	35	First They Came for the Heretics	19600	363	Field	Gridania	Coerthas	Observatorium	3	Boarskin Choker	1	
Leatherworker	35	Springtime for Coerthas	42114	433	Field	Gridania	Coerthas	Observatorium	1	Boarskin Harness		
Leatherworker	35	Through a Glass Brightly	43194	585	Field	Gridania	Coerthas	Observatorium	1	Fingerless Peisteskin Gloves		
Leatherworker	40	The Tao of Rabbits	25260	500	Town	Gridania			3	Boarskin Harness	1	
Leatherworker	40	Skirt Chaser	54994	371	Town	Gridania			1	Boarskin Skirt		
Leatherworker	40	The Birdmen of Ishgard	81322	574	Courier	Gridania	Coerthas	Whitebrim	1	Boarskin Culottes		
Leatherworker	40	It's Not a Job, It's a Calling	25917	360	Field	Gridania	Coerthas	Whitebrim	5	Peiste Leather	1	
Leatherworker	40	Foot Blues	54994	407	Field	Gridania	Coerthas	Whitebrim	1	Boarskin Moccasins		
Leatherworker	40	Not So Alike in Dignity	55774	505	Field	Gridania	Coerthas	Whitebrim	1	Boarskin Jerkin		
Leatherworker	45	Handle with Care	39087	552	Town	Gridania			3	Peisteskin Cesti	1	
Leatherworker	45	Too Hot to Handle	67146	430	Town	Gridania			1	Raptorskin Wristbands		
Leatherworker	45	Hang in There	97716	525	Courier	Gridania	Mor Dhona	Saint Coinach's Find	1	Raptorskin Artisan's Belt		
Leatherworker	45	Spelling Me Softly	33921	463	Field	Gridania	Mor Dhona	Saint Coinach's Find	5	Raptor Leather	1	
Leatherworker	45	Fuss in Boots	69104	535	Field	Gridania	Mor Dhona	Saint Coinach's Find	1	Raptorskin Thighboots		
Leatherworker	45	Tenderfoot Moments	69104	416	Field	Gridania	Mor Dhona	Saint Coinach's Find	1	Hunting Moccasins		
Botanist	20	Fueling the Flames	4950	206	Gathering	Gridania						Limited Quota, 8 spots, 32 required
Botanist	20	Shaken not Stirred	4950	208	Gathering	Gridania						Quota 40
Botanist	20	Nowhere to Slide	4950	206	Gathering	Gridania						Evaluation 8
Botanist	20	Just The Artifacts Madam	4950	206	Gathering	Gridania						Quota 40
Botanist	25	Mushroom Gobblin	8464	253	Gathering	Gridania						Limited Quota, 8 spots, 32 required
Botanist	25	Moon in rouge	8464	253	Gathering	Gridania						Quota 40
Botanist	25	Appleanche	7360	250	Gathering	Gridania						Limited Quota, 9 spots, 36 required
Botanist	25	Over the Underbrush	7360	258	Gathering	Gridania						Evaluation 8
Botanist	30	Bleeding them Dry	11430	273	Gathering	Gridania						Limited Quota, 8 spots, 32 required
Botanist	30	The Palm in Your Hand	12954	273	Gathering	Gridania						Evaluation 8
Botanist	30	Always Right	11430	270	Gathering	Gridania						Limited Quota, 8 spots, 32 required
Botanist	30	Nature Calls	12954	270	Gathering	Gridania						Quota 40,  + Cordial
Botanist	35	Spear of Heaven	13850	382	Gathering	Gridania						Quota
Botanist	35	Salad Days	13850	382	Gathering	Gridania						Limited Quota
Botanist	35	A Stash of Herbs	13850	371	Gathering	Gridania						Evaluation 8
Botanist	35	Catch My Drift	13850	382	Gathering	Gridania						Evaluation 4
Botanist	40	Sign of the Crimes	22632	412	Gathering	Gridania						Evaluation 4
Botanist	40	Plague on Both our Forests	22632	380	Gathering	Gridania						Evaluation 8
Botanist	40	Straight and Arrow	19680	420	Gathering	Gridania						Quota (need confirmation)
Botanist	40	This Old Fort	22632	433	Gathering	Gridania						Limited Quota (need confirmation)
Botanist	45	Topsy-turvy Time	24080	468	Gathering	Gridania						Quota (Need confirmation)
Botanist	45	Wonders Don't Cease, They're Discontinued	27520	464	Gathering	Gridania						Limited Quote(need confirmation)
Botanist	45	Caught in the Long Grass	24080	464	Gathering	Gridania						Evaluation 8
Botanist	45	See How They Shine	27520	455	Gathering	Gridania						Evaluation 4
Goldsmith	1	Copper and Robbers	480	92	Town	Ul'dah			1	Copper Ingot		
Goldsmith	1	Needful Rings	1770	95	Town	Ul'dah			1	Copper Wristlets		
Goldsmith	1	Arms for the Poor	1092	87	Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Bone Brand		
Goldsmith	1	Water of Life	1290	84	Reverse Courier	Ul'dah	Western Thanalan	Scorpion Crossing	5	Copper Rings		
Goldsmith	1	Hora at Me	584	88	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Bone Hora		
Goldsmith	1	Bad Bromance	1770	90	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Bone Staff		
Goldsmith	5	Gods of Small Things	2106	105	Town	Ul'dah			1	Copper Earrings		
Goldsmith	5	I Ram What I Ram	4044	130	Town	Ul'dah			1	Ramhorn Claws		
Goldsmith	5	Let's Talk about Hex	3430	129	Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Bone Necklace		
Goldsmith	5	A Needle Is a Small Sword	3430	128	Reverse Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Copper Needle		
Goldsmith	5	A Ringing Success	2274	126	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Copper Ring		
Goldsmith	5	Horn of Plenty	4044	128	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Bone Armilae		
Goldsmith	10	All That Glitters	4460	154	Town	Ul'dah			1	Copper Ear Cuffs		
Goldsmith	10	The Tusk at Hand	3872	231	Town	Ul'dah			1	Fang Earrings		
Goldsmith	10	An Offer We Can't Refuse	7698	221	Courier	Ul'dah	Western Thanalan	Horizon	1	Decorated Bone Staff		
Goldsmith	10	Better Four Eyes than None	7794	248	Reverse Courier	Ul'dah	Western Thanalan	Horizon	1	Brass Spectacles		
Goldsmith	10	Point of Honor	8114	150	Field	Ul'dah	Western Thanalan	Horizon	1	Amateur's Needle		
Goldsmith	10	Gorgeous Gorget	7744	264	Field	Ul'dah	Western Thanalan	Horizon	1	Brass Gorget		
Goldsmith	15	Brothers in Arms	8114	211	Town	Ul'dah			1	Brass Wristlets of Crafting		
Goldsmith	15	Forever 21K	12218	150	Town	Ul'dah			1	Brass Ring		
Goldsmith	15	Bad to the Bone	13146	459	Courier	Ul'dah	Eastern Thanalan	Camp Drybone	1	Brass Circlet (Sunstone)		
Goldsmith	15	I Am a Rock	13146	450	Reverse Courier	Ul'dah	Eastern Thanalan	Camp Drybone	1	Brass Circlet (Danburite)		
Goldsmith	15	Sharp Words	8114	186	Field	Ul'dah	Eastern Thanalan	Camp Drybone	1	Bat Fang Needle		
Goldsmith	15	Bad Guys Eat Brass	12218	146	Field	Ul'dah	Eastern Thanalan	Camp Drybone	1	Brass Ring of Crafting		
Goldsmith	20	King for a Day	7331	390	Town	Ul'dah			3	Decorated Copper Scepters	1	
Goldsmith	20	Perk of Fiction	12748	238	Town	Ul'dah			1	Coral Ring		
Goldsmith	20	You Burnt It, You Bought It	20578	157	Courier	Ul'dah	South Shroud	Quarrymill	1	Wind Brand		
Goldsmith	20	Dog Tags Are for Dogs	7331	242	Field	Ul'dah	South Shroud	Quarrymill	3	Brass Ring	1	
Goldsmith	20	Music to Their Ears	12746	240	Field	Ul'dah	South Shroud	Quarrymill	1	Brass Ear Cuffs		
Goldsmith	20	One and Only	13250	231	Field	Ul'dah	South Shroud	Quarrymill	1	Staghorn Staff		
Goldsmith	25	All Booked Up	11115	600	Town	Ul'dah			3	Silver Magnifiers	1	
Goldsmith	25	Love in the Time of Umbra	19770	235	Town	Ul'dah			1	Silver Ring		
Goldsmith	25	Thaumaturge is Magic	33100	202	Courier	Ul'dah	South Shroud	Quarrymill	1	Fluorite Ring		
Goldsmith	25	Dancing with the Stars	11115	602	Field	Ul'dah	South Shroud	Quarrymill	3	Toothed Staghorn Staff	1	
Goldsmith	25	Necklet of Champions	19770	231	Field	Ul'dah	South Shroud	Quarrymill	1	Horn Necklace		
Goldsmith	25	Keep the Change	22066	376	Field	Ul'dah	South Shroud	Quarrymill	1	Fluorite Earrings		
Goldsmith	30	A Little Bird Told Me	17670	314	Town	Ul'dah			3	Malachite Bracelet	1	
Goldsmith	30	One Man's Trash	30282	421	Town	Ul'dah			1	Horn Ring		
Goldsmith	30	He Has His Quartz	47824	363	Courier	Ul'dah	Eastern La Noscea	Costa del Sol	1	Silver Circlet (Goshenite)		
Goldsmith	30	Get the Green Stuff	17670	376	Field	Ul'dah	Eastern La Noscea	Costa del Sol	3	Malachite Earrings	1	
Goldsmith	30	Renascence Man	31098	270	Field	Ul'dah	Eastern La Noscea	Costa del Sol	1	Worm Fang Needle		
Goldsmith	30	It's Only Love	30282	372	Field	Ul'dah	Eastern La Noscea	Costa del Sol	1	Silver Choker		
Goldsmith	35	Burning the Midnight Oil	23940	395	Town	Ul'dah			3	Fire Brand	1	
Goldsmith	35	Lode It Up	41034	508	Town	Ul'dah			1	Mythril Ring		
Goldsmith	35	Actually, It's Loyalty	64792	537	Courier	Ul'dah	Coerthas	Observatorium	1	Aquamarine Bracelet		
Goldsmith	35	Faith and Fashion	23940	454	Field	Ul'dah	Coerthas	Observatorium	3	Mythril Earrings	1	
Goldsmith	35	Wear Your Patriotic Pin	42114	502	Field	Ul'dah	Coerthas	Observatorium	1	Peridot Choker		
Goldsmith	35	Dead Can't Defang	41034	429	Field	Ul'dah	Coerthas	Observatorium	1	Wolf Necklace		
Goldsmith	40	It's My Business to Know Things	32049	615	Town	Ul'dah			3	Red Coral Armilae	1	
Goldsmith	40	When We Were Blings	54214	458	Town	Ul'dah			1	Mythril Ear Cuffs		
Goldsmith	40	Coral on My Mind	83662	445	Courier	Ul'dah	Coerthas	Whitebrim	1	Red Coral Ring		
Goldsmith	40	If You've Got It, Flaunt It	32049	763	Field	Ul'dah	Coerthas	Whitebrim	3	Peridot Earrings	1	
Goldsmith	40	North Ore South	55774	548	Field	Ul'dah	Coerthas	Whitebrim	1	Electrum Gorget		
Goldsmith	40	Tough Job Market	54214	342	Field	Ul'dah	Coerthas	Whitebrim	1	Horn Staff		
Goldsmith	45	The Big Red	39087	652	Town	Ul'dah			3	Red Coral Necklace	1	
Goldsmith	45	Gold Is So Last Year	67146	690	Town	Ul'dah			1	Electrum Circlet (Amber)		
Goldsmith	45	Green and Bear It	106560	634	Courier	Ul'dah	Mor Dhona	Saint Coinach's Find	1	Tourmaline Choker		
Goldsmith	45	Light in the Darkness	39087	822	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	3	Amber Choker	1	
Goldsmith	45	Sew Not Doing This	69104	477	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	1	Electrum Needle		
Goldsmith	45	Sweet Charity	69104	475	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	1	Amber Ring		
Weaver	1	The Unmentionables	584	88	Town	Ul'dah			1	Hempen Underpants		
Weaver	1	Trew Enough	1770	90	Town	Ul'dah			1	Hempen Chausses		
Weaver	1	Not Cool Enough	1092	85	Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Undershirt		
Weaver	1	Long Hair, Long Life	1092	102	Reverse Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Coif		
Weaver	1	Hire in the Blood	584	85	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Halfgloves		
Weaver	1	Burn Me Up	1770	89	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Cowl		
Weaver	5	The Adventurer's New Coat	2106	127	Town	Ul'dah			1	Hempen Tabard		
Weaver	5	A Taste for Dalmaticae	4044	128	Town	Ul'dah			1	Amateur's Dalmatica		
Weaver	5	Just for Kecks	3430	154	Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Kecks		
Weaver	5	Time for Acton	3430	126	Reverse Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Acton		
Weaver	5	Wiggle Room	2106	126	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Hempen Shepherd's Tunic		
Weaver	5	This Is Why You Can't Have Nice Things	4044	126	Field	Ul'dah	Western Thanalan	Scorpion Crossing	1	Amateur's Breeches		
Weaver	10	Hat in Hand	4460	150	Town	Ul'dah			1	Straw Hat		
Weaver	10	Workplace Safety	7744	260	Town	Ul'dah			1	Cotton Scarf		
Weaver	10	Keep It Under Wraps	7698	251	Courier	Ul'dah	Western Thanalan	Horizon	1	Cotton Turban		
Weaver	10	Dirt Cheap	7698	145	Reverse Courier	Ul'dah	Western Thanalan	Horizon	1	Stablehand's Hat		
Weaver	10	Making Gloves Out of Nothing at All	4460	149	Field	Ul'dah	Western Thanalan	Horizon	1	Hempen Bracers		
Weaver	10	Welcome to the Cotton Club	7744	152	Field	Ul'dah	Western Thanalan	Horizon	1	Cotton Halfgloves		
Weaver	15	Read the Fine Print	8114	200	Town	Ul'dah			1	Cotton Shepherd's Tunic		
Weaver	15	Don't Trew So Hard	12218	198	Town	Ul'dah			1	Initiate's Slops		
Weaver	15	Better Shroud than Sorry	13146	249	Courier	Ul'dah	Eastern Thanalan	Camp Drybone	1	Cotton Kurta		
Weaver	15	A Drag of a Doublet	13146	242	Reverse Courier	Ul'dah	Eastern Thanalan	Camp Drybone	1	Initiate's Doublet Vest		
Weaver	15	Pants Are Not Enough	8114	188	Field	Ul'dah	Eastern Thanalan	Camp Drybone	1	Padded Hempen Trousers		
Weaver	15	Touch Me If You Can	12218	189	Field	Ul'dah	Eastern Thanalan	Camp Drybone	1	Cotton Work Gloves		
Weaver	20	Hitting Below the Belt	5427	160	Town	Ul'dah			3	Cotton Breeches of Crafting	1	
Weaver	20	Don't Sash Me	12746	242	Town	Ul'dah			1	Cotton Sash		
Weaver	20	Doublet Jeopardy	20578	276	Courier	Ul'dah	South Shroud	Quarrymill	1	Cotton Doublet Vest of Gathering		
Weaver	20	The Telltale Tress	5427	240	Field	Ul'dah	South Shroud	Quarrymill	3	Cotton Coif of Gathering	1	
Weaver	20	Getting Handsy	12746	233	Field	Ul'dah	South Shroud	Quarrymill	1	Cotton Dress Gloves		
Weaver	20	Whatchoo Talking About	13718	270	Field	Ul'dah	South Shroud	Quarrymill	1	Cotton Doublet Vest of Crafting		
Weaver	25	He's Got Legs	11115	441	Town	Ul'dah			3	Velveteen Sarouel	1	
Weaver	25	Piling It On	19770	246	Town	Ul'dah			1	Velveteen Shirt		
Weaver	25	I'll Be Your Wailer Today	33100	194	Courier	Ul'dah	South Shroud	Quarrymill	1	Velveteen Wedge Cap of Gathering		
Weaver	25	Bet You Anything	11115	427	Field	Ul'dah	South Shroud	Quarrymill	3	Velveteen Sarouel of Gathering	1	
Weaver	25	Pantser Corps	12218	218	Field	Ul'dah	South Shroud	Quarrymill	1	Initiate's Slops		
Weaver	25	Put a Lid on It	22066	190	Field	Ul'dah	South Shroud	Quarrymill	1	Velveteen Wedge Cap of Gathering		
Weaver	30	Our Man in Ul'Dah	17670	371	Town	Ul'dah			3	Velveteen Work Gloves	1	
Weaver	30	By the Short Hairs	30282	317	Town	Ul'dah			1	Velveteen Robe		
Weaver	30	By the Seat of the Pants	47824	359	Courier	Ul'dah	Eastern La Noscea	Costa del Sol	1	Linen Chausses		
Weaver	30	Walk Softly and Carry a Big Halberd	17670	365	Field	Ul'dah	Eastern La Noscea	Costa del Sol	3	Velveteen Dress Shoes	1	
Weaver	30	Half Is the New Double	31882	358	Field	Ul'dah	Eastern La Noscea	Costa del Sol	1	Linen Halfgloves		
Weaver	30	Put on Your Party Pants	30282	347	Field	Ul'dah	Eastern La Noscea	Costa del Sol	1	Velveteen Gaskins		
Weaver	35	Crunching the Numbers	23940	572	Town	Ul'dah			3	Linen Hat	1	
Weaver	35	Private Concerns	41034	434	Town	Ul'dah			1	Linen Trousers		
Weaver	35	Edmelle's Hair	64792	490	Courier	Ul'dah	Coerthas	Observatorium	1	Linen Wedge Cap of Gathering		
Weaver	35	A Leg Up on the Cold	23940	553	Field	Ul'dah	Coerthas	Observatorium	3	Linen Tights	1	
Weaver	35	The Wages of Sin	43194	492	Field	Ul'dah	Coerthas	Observatorium	1	Linen Coatee of Crafting		
Weaver	35	In over Your Head	41034	493	Field	Ul'dah	Coerthas	Observatorium	1	Linen Cowl		
Weaver	40	Party Animals	32049	522	Town	Ul'dah			3	Linen Deerstalker	1	
Weaver	40	After the Smock-down	54214	447	Town	Ul'dah			1	Linen Smock		
Weaver	40	Cool to Be Southern	83662	548	Courier	Ul'dah	Coerthas	Whitebrim	1	Woolen Kecks		
Weaver	40	A Matter of Import	32049	627	Field	Ul'dah	Coerthas	Whitebrim	3	Woolen Hat	1	
Weaver	40	I'll Swap You	55774	517	Field	Ul'dah	Coerthas	Whitebrim	1	Ranger's Tunic		
Weaver	40	No Country for Cold Men	54214	442	Field	Ul'dah	Coerthas	Whitebrim	1	Woolen Tights		
Weaver	45	Seeing It Through to the End	39087	703	Town	Ul'dah			3	Woolen Smock	1	
Weaver	45	Glad As a Hatter	67146	622	Town	Ul'dah			1	Felt Hat		
Weaver	45	Full Moon Fever	103656	584	Courier	Ul'dah	Mor Dhona	Saint Coinach's Find	1	Felt Chausses		
Weaver	45	Bundle Up, It's Odd Out There	39087	653	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	3	Woolen Deerstalker	1	
Weaver	45	Big in Mor Dhona	69104	585	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	1	Rainmaker's Tunic		
Weaver	45	And a Haircut Wouldn't Hurt	67146	658	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	1	Felt Robe		
Alchemist	1	Mercury Rising	480	86	Town	Ul'dah			3	Quicksilver		
Alchemist	1	One for the Books	1770	88	Town	Ul'dah			1	Leather Grimoire		
Alchemist	1	Root Rush	1092	103	Courier	Ul'dah	Western Thanalan	Scorpion Crossing	3	Growth Formula Alpha		
Alchemist	1	The Bleat Is On	1290	98	Reverse Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Maple Wand		
Alchemist	1	Met a Sticky Eng	584	105	Field	Ul'dah	Western Thanalan	Scorpion Crossing	3	Animal Glue		
Alchemist	1	Days of Chunder	1770	103	Field	Ul'dah	Western Thanalan	Scorpion Crossing	3	Antidote		
Alchemist	5	On the Drip	2106	122	Town	Ul'dah			3	Eye Drops		
Alchemist	5	Distill, My Heart	480	150	Town	Ul'dah			3	Distilled Water		
Alchemist	5	A Jawbreaking Weapon of Staggering Weight	3430	262	Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Whispering Maple Wand		
Alchemist	5	The Hexster Runoff	3430	147	Reverse Courier	Ul'dah	Western Thanalan	Scorpion Crossing	1	Maple Picatrix		
Alchemist	5	Gotta Bounce	2274	121	Field	Ul'dah	Western Thanalan	Scorpion Crossing	3	Rubber		
Alchemist	5	Don't Be So Tallow	4044	147	Field	Ul'dah	Western Thanalan	Scorpion Crossing	3	Beeswax		
Alchemist	10	Wand-full Tonight	4460	166	Town	Ul'dah			1	Budding Maple Wand		
Alchemist	10	Morning Glass of Ether	7744	149	Town	Ul'dah			3	Ether		
Alchemist	10	Using Your Arcane Powers for Fun and Profit	7698	192	Courier	Ul'dah	Western Thanalan	Horizon	1	Ash Picatrix		
Alchemist	10	Unbreak My Heart	27786	141	Reverse Courier	Ul'dah	Western Thanalan	Horizon	3	Roof Tile		
Alchemist	10	One for the Road	4820	142	Field	Ul'dah	Western Thanalan	Horizon	3	Potion		
Alchemist	10	You Grow, Girl	7744	242	Field	Ul'dah	Western Thanalan	Horizon	3	Growth Formula Beta		
Alchemist	15	Shut Up and Take My Gil	8114	189	Town	Ul'dah			1	Ash Wand		
Alchemist	15	Book and a Hard Place	12218	383	Town	Ul'dah			1	Engraved Hard Leather Grimoire		
Alchemist	15	Kiss of Life	13146	142	Courier	Ul'dah	Eastern Thanalan	Camp Drybone	3	Potion of Vitality		
Alchemist	15	Devil Take the Foremost	13566	140	Reverse Courier	Ul'dah	Eastern Thanalan	Camp Drybone	3	Potion of Strength		
Alchemist	15	There's Something About Bury	8114	186	Field	Ul'dah	Eastern Thanalan	Camp Drybone	1	Hard Leather Grimoire		
Alchemist	15	Sanity Points	12218	137	Field	Ul'dah	Eastern Thanalan	Camp Drybone	3	Potion of Mind		
Alchemist	20	Don't Forget to Take Your Meds	4860	227	Town	Ul'dah			5	Potion of Intelligence	1	
Alchemist	20	Everything Is Impossible	12746	276	Town	Ul'dah			1	Budding Ash Wand		
Alchemist	20	The Writing Is Not on the Wall	20578	372	Courier	Ul'dah	South Shroud	Quarrymill	3	Enchanted Silver Ink		
Alchemist	20	Blind Man's Bluff	5073	220	Field	Ul'dah	South Shroud	Quarrymill	5	Potion of Dexterity	1	
Alchemist	20	Dripping with Venom	12746	220	Field	Ul'dah	South Shroud	Quarrymill	3	Weak Blinding Potion		
